snapshot_month,account_id,region,segment,plan_tier,contract_type,seats,active_users,monthly_recurring_revenue_usd,product_usage_hours,support_tickets,outage_minutes,nps_score,churn_risk_score,churned
2025-01-01,ACC_00038,EMEA,MidMarket,growth,monthly,18,14,728.24,252.5,1.0,1.75,,0.2481,0
2025-02-01,ACC_00038,EMEA,MidMarket,growth,monthly,15,9,706.09,131.66,3.0,31.13,20.6,0.3285,0
2025-03-01,ACC_00038,EMEA,MidMarket,growth,monthly,18,12,707.77,146.27,0.0,25.07,10.9,0.2949,0
2025-04-01,ACC_00038,EMEA,MidMarket,growth,monthly,17,11,727.28,38.7,4.0,8.92,11.7,0.403,0
2025-05-01,ACC_00038,EMEA,MidMarket,growth,monthly,18,11,715.23,29.0,1.0,18.36,33.8,0.3189,0
2025-06-01,ACC_00038,EMEA,MidMarket,growth,monthly,15,8,546.44,98.89,2.0,20.68,24.9,0.2701,0
2025-01-01,ACC_00039,APAC,SMB,pro,annual,6,3,493.7,47.31,1.0,6.54,79.5,0.0229,0
2025-02-01,ACC_00039,APAC,SMB,pro,annual,11,8,940.05,67.58,0.0,9.63,57.0,0.01,0
2025-03-01,ACC_00039,APAC,SMB,pro,annual,9,3,743.32,62.83,1.0,21.59,,0.0426,0
2025-04-01,ACC_00039,APAC,SMB,pro,annual,8,5,699.51,45.74,2.0,12.24,53.0,0.0125,0
2025-05-01,ACC_00039,APAC,SMB,pro,annual,9,7,639.87,,1.0,18.83,24.8,0.11,0
2025-06-01,ACC_00039,APAC,SMB,pro,annual,11,6,972.83,98.47,0.0,9.59,34.6,0.0261,0
2025-01-01,ACC_00040,APAC,SMB,growth,annual,6,4,230.39,80.31,2.0,15.22,34.8,0.0966,0
2025-02-01,ACC_00040,APAC,SMB,growth,annual,10,3,386.9,34.41,1.0,23.0,37.8,0.0707,0
2025-03-01,ACC_00040,APAC,SMB,growth,annual,6,1,247.01,4.72,1.0,6.02,56.6,0.01,0
2025-04-01,ACC_00040,APAC,SMB,growth,annual,3,2,137.72,37.08,0.0,16.81,72.6,0.01,0
2025-05-01,ACC_00040,APAC,SMB,growth,annual,5,5,221.36,57.88,1.0,3.06,20.7,0.0492,0
2025-06-01,ACC_00040,APAC,SMB,growth,annual,4,1,152.87,,0.0,7.49,,0.0332,0
2025-01-01,ACC_00041,APAC,SMB,pro,annual,10,9,770.1,126.89,2.0,16.34,76.7,0.0296,0
2025-02-01,ACC_00041,APAC,SMB,pro,annual,3,1,259.18,17.83,1.0,49.2,65.1,0.1214,0
2025-03-01,ACC_00041,APAC,SMB,pro,annual,5,2,405.58,18.11,0.0,4.17,59.2,0.01,0
2025-04-01,ACC_00041,APAC,SMB,pro,annual,5,2,394.98,9.97,,6.77,55.8,0.0775,0
2025-05-01,ACC_00041,APAC,SMB,pro,annual,6,3,483.3,54.88,2.0,7.3,49.4,0.1586,0
2025-06-01,ACC_00041,APAC,SMB,pro,annual,8,3,696.79,,1.0,26.26,47.4,0.0711,0
2025-01-01,ACC_00042,LATAM,MidMarket,starter,monthly,48,19,896.05,388.87,4.0,5.8,,0.4109,1
2025-02-01,ACC_00042,LATAM,MidMarket,starter,monthly,44,22,858.02,434.39,2.0,19.05,18.3,0.3587,0
2025-03-01,ACC_00042,LATAM,MidMarket,starter,monthly,44,30,835.93,478.79,3.0,7.64,18.0,0.3393,0
2025-04-01,ACC_00042,LATAM,MidMarket,starter,monthly,40,28,781.14,586.65,2.0,27.44,32.1,0.3861,0
2025-05-01,ACC_00042,LATAM,MidMarket,starter,monthly,41,18,738.85,407.89,4.0,10.59,23.3,0.4669,0
2025-06-01,ACC_00042,LATAM,MidMarket,starter,monthly,44,20,884.08,317.29,4.0,10.66,42.1,0.4113,0
2025-01-01,ACC_00043,APAC,SMB,growth,annual,13,4,541.83,85.63,0.0,23.02,,0.0318,0
2025-02-01,ACC_00043,APAC,SMB,growth,annual,11,6,441.8,100.94,1.0,54.62,75.1,0.0664,0
2025-03-01,ACC_00043,APAC,SMB,growth,annual,14,6,657.13,93.62,0.0,28.15,39.8,0.0991,0
2025-04-01,ACC_00043,APAC,SMB,growth,annual,12,10,473.81,139.11,2.0,20.89,26.8,0.1054,0
2025-05-01,ACC_00043,APAC,SMB,growth,annual,14,12,626.16,177.53,2.0,12.99,45.1,0.01,0
2025-06-01,ACC_00043,APAC,SMB,growth,annual,15,11,667.91,123.66,0.0,27.15,52.4,0.0682,0
2025-01-01,ACC_00044,EMEA,SMB,pro,annual,13,10,1105.66,169.08,2.0,32.32,43.0,0.0215,0
2025-02-01,ACC_00044,EMEA,SMB,pro,annual,14,12,1156.23,192.3,,19.4,48.5,0.0656,0
2025-03-01,ACC_00044,EMEA,SMB,pro,annual,11,6,860.81,119.82,0.0,22.57,52.0,0.0708,0
2025-04-01,ACC_00044,EMEA,SMB,pro,annual,13,8,1187.59,,0.0,12.42,58.5,0.0646,0
2025-05-01,ACC_00044,EMEA,SMB,pro,annual,11,8,925.5,110.91,2.0,9.86,58.7,0.0547,0
2025-06-01,ACC_00044,EMEA,SMB,pro,annual,11,5,854.51,114.13,0.0,5.5,46.8,0.0535,0
2025-01-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,33,22,1464.66,395.32,2.0,8.32,,0.0282,0
2025-02-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,30,20,1043.22,372.8,1.0,12.41,,0.0356,0
2025-03-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,29,20,1136.11,294.04,,12.66,53.0,0.1107,0
2025-04-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,24,15,981.01,169.65,0.0,2.74,,0.01,0
2025-05-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,33,18,1390.19,393.44,2.0,24.93,38.0,0.0688,0
2025-06-01,ACC_00045,NorthAmerica,MidMarket,growth,annual,30,22,1169.71,109.43,1.0,4.5,20.6,0.0257,0
2025-01-01,ACC_00046,NorthAmerica,SMB,starter,annual,12,9,247.54,123.24,1.0,8.25,,0.1355,0
2025-02-01,ACC_00046,NorthAmerica,SMB,starter,annual,8,6,131.03,159.23,0.0,21.91,59.3,0.0756,0
2025-03-01,ACC_00046,NorthAmerica,SMB,starter,annual,11,8,194.46,171.71,2.0,8.11,38.8,0.1697,1
2025-04-01,ACC_00046,NorthAmerica,SMB,starter,annual,15,6,263.43,73.28,2.0,10.78,48.9,0.1718,0
2025-05-01,ACC_00046,NorthAmerica,SMB,starter,annual,8,6,162.37,127.26,3.0,9.5,36.4,0.2542,0
2025-06-01,ACC_00046,NorthAmerica,SMB,starter,annual,14,8,246.63,215.92,3.0,8.39,20.2,0.2016,0
2025-01-01,ACC_00047,APAC,MidMarket,starter,annual,70,46,1424.14,838.04,2.0,17.43,40.1,0.1616,0
2025-02-01,ACC_00047,APAC,MidMarket,starter,annual,61,34,982.38,156.32,1.0,5.62,45.1,0.0636,0
2025-03-01,ACC_00047,APAC,MidMarket,starter,annual,68,43,1228.86,395.89,3.0,6.11,35.8,0.1682,1
2025-04-01,ACC_00047,APAC,MidMarket,starter,annual,65,41,1137.86,839.76,2.0,12.42,26.0,0.1916,0
2025-05-01,ACC_00047,APAC,MidMarket,starter,annual,68,59,1196.96,1180.43,2.0,7.65,18.9,0.1626,0
2025-06-01,ACC_00047,APAC,MidMarket,error,annual,61,35,1106.75,466.95,4.0,44.21,37.2,0.2976,0
2025-01-01,ACC_00048,EMEA,SMB,growth,annual,5,4,228.85,82.0,0.0,21.08,46.4,0.0574,0
2025-02-01,ACC_00048,EMEA,SMB,growth,annual,5,2,228.49,37.41,,27.89,28.7,0.0518,0
2025-03-01,ACC_00048,EMEA,SMB,growth,annual,6,5,293.91,60.13,0.0,13.62,40.6,0.045,0
2025-04-01,ACC_00048,EMEA,SMB,growth,annual,6,5,260.38,15.81,0.0,15.19,48.3,0.01,0
2025-05-01,ACC_00048,EMEA,SMB,growth,annual,7,6,271.7,88.76,3.0,9.07,30.0,0.0855,0
2025-06-01,ACC_00048,EMEA,SMB,growth,annual,8,2,293.89,40.18,1.0,9.38,,0.0309,0
2025-01-01,ACC_00049,APAC,MidMarket,starter,annual,31,26,578.6,438.25,1.0,4.66,52.7,0.141,0
2025-02-01,ACC_00049,APAC,MidMarket,starter,annual,28,20,546.0,125.72,1.0,18.35,31.0,0.1622,0
2025-03-01,ACC_00049,APAC,MidMarket,starter,annual,27,20,469.94,300.45,3.0,6.33,33.6,0.1985,0
2025-04-01,ACC_00049,APAC,MidMarket,starter,annual,31,20,581.27,135.26,3.0,15.03,33.0,0.217,0
2025-05-01,ACC_00049,APAC,MidMarket,starter,annual,27,10,564.59,171.13,1.0,5.58,52.7,0.1304,0
2025-06-01,ACC_00049,APAC,MidMarket,starter,annual,27,23,523.44,,0.0,30.32,42.6,0.1734,0
2025-01-01,ACC_00050,APAC,SMB,enterprise,monthly,6,5,825.6,99.6,0.0,10.07,43.7,0.2539,0
2025-02-01,ACC_00050,APAC,SMB,enterprise,monthly,6,4,875.62,81.89,1.0,5.91,29.9,0.2143,0
2025-03-01,ACC_00050,APAC,SMB,enterprise,monthly,4,3,560.39,,0.0,57.26,54.0,0.3217,0
2025-04-01,ACC_00050,APAC,SMB,enterprise,monthly,6,5,881.93,70.72,1.0,66.84,41.6,0.3821,0
2025-05-01,ACC_00050,APAC,SMB,enterprise,monthly,4,3,585.82,94.32,0.0,3.18,39.4,0.26,1
2025-06-01,ACC_00050,APAC,SMB,enterprise,monthly,2,2,285.65,36.14,2.0,18.4,,0.2813,0
2025-01-01,ACC_00051,unknown,SMB,growth,annual,17,13,761.31,,2.0,38.8,35.0,0.1067,0
2025-02-01,ACC_00051,APAC,SMB,growth,annual,14,7,582.64,75.53,1.0,5.63,50.9,0.01,0
2025-03-01,ACC_00051,APAC,SMB,growth,annual,14,9,514.96,160.65,1.0,7.08,19.8,0.01,0
2025-04-01,ACC_00051,APAC,SMB,growth,annual,12,10,468.5,268.17,0.0,32.51,51.1,0.01,0
2025-05-01,ACC_00051,APAC,SMB,growth,annual,17,8,667.75,58.25,0.0,20.02,22.5,0.0728,0
2025-06-01,ACC_00051,APAC,SMB,growth,annual,17,9,758.63,148.53,1.0,21.91,34.6,0.0833,0
2025-01-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,19,15,1698.87,323.36,0.0,14.29,34.1,0.2044,0
2025-02-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,19,15,1601.56,66.01,1.0,3.61,54.8,0.3112,0
2025-03-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,17,10,1327.35,,2.0,11.37,20.8,0.3086,0
2025-04-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,17,15,1221.16,221.75,1.0,7.79,28.8,0.2546,0
2025-05-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,16,12,1405.08,175.38,1.0,5.66,51.2,0.2566,0
2025-06-01,ACC_00052,NorthAmerica,MidMarket,pro,monthly,20,17,1620.99,237.92,0.0,3.45,36.1,0.2119,0
2025-01-01,ACC_00053,LATAM,MidMarket,growth,monthly,37,19,1408.74,228.16,0.0,23.02,45.5,0.2547,0
2025-02-01,ACC_00053,LATAM,MidMarket,growth,monthly,31,17,1374.39,119.01,2.0,4.33,49.5,0.2653,0
2025-03-01,ACC_00053,LATAM,MidMarket,growth,monthly,39,22,1466.69,252.86,,37.38,,0.4122,0
2025-04-01,ACC_00053,LATAM,MidMarket,growth,monthly,35,20,1565.72,333.62,0.0,4.48,34.4,0.3107,0
2025-05-01,ACC_00053,LATAM,MidMarket,growth,monthly,34,18,1646.71,327.4,3.0,64.95,49.7,0.3703,0
2025-06-01,ACC_00053,LATAM,MidMarket,growth,monthly,33,20,1218.35,360.84,0.0,6.85,,0.2919,0
2025-01-01,ACC_00054,EMEA,SMB,starter,monthly,17,13,300.11,308.75,0.0,8.99,50.3,0.3385,0
2025-02-01,ACC_00054,EMEA,SMB,starter,monthly,17,11,256.95,121.71,2.0,20.1,69.3,0.3942,0
2025-03-01,ACC_00054,EMEA,SMB,error,monthly,14,10,253.71,98.34,3.0,17.21,,0.4184,0
2025-04-01,ACC_00054,EMEA,SMB,starter,monthly,18,12,310.92,,5.0,18.2,,0.4403,0
2025-05-01,ACC_00054,EMEA,SMB,starter,monthly,11,9,172.11,95.29,2.0,7.04,2.1,0.412,1
2025-06-01,ACC_00054,EMEA,SMB,starter,monthly,17,14,339.69,166.12,2.0,8.1,6.6,0.4505,0
2025-01-01,ACC_00055,APAC,SMB,enterprise,annual,10,7,1259.07,26.92,1.0,28.08,69.1,0.0365,0
2025-02-01,ACC_00055,APAC,SMB,enterprise,annual,7,4,904.42,41.71,1.0,13.02,34.0,0.0569,0
2025-03-01,ACC_00055,unknown,SMB,enterprise,annual,9,5,1387.57,106.2,2.0,3.71,52.2,0.0171,0
2025-04-01,ACC_00055,APAC,SMB,enterprise,annual,8,3,1249.78,61.98,0.0,27.49,,0.0686,0
2025-05-01,ACC_00055,APAC,SMB,enterprise,annual,9,6,1273.78,52.1,1.0,7.63,34.6,0.0485,0
2025-06-01,ACC_00055,APAC,SMB,enterprise,annual,7,6,1038.13,108.26,1.0,6.39,,0.01,0
2025-01-01,ACC_00056,EMEA,Enterprise,growth,monthly,116,82,4585.44,949.48,2.0,3.92,60.4,0.2746,0
2025-02-01,ACC_00056,EMEA,Enterprise,growth,monthly,124,78,4699.14,913.3,3.0,49.88,38.4,0.3657,0
2025-03-01,ACC_00056,EMEA,Enterprise,growth,monthly,124,88,4676.61,1386.88,2.0,23.53,23.7,0.2435,0
2025-04-01,ACC_00056,EMEA,Enterprise,growth,monthly,123,65,5557.75,453.3,3.0,22.86,18.6,0.3332,0
2025-05-01,ACC_00056,EMEA,Enterprise,growth,monthly,116,69,4836.34,832.98,3.0,15.64,,0.2875,0
2025-06-01,ACC_00056,EMEA,Enterprise,growth,monthly,123,83,5069.17,,5.0,10.27,30.9,0.3282,0
2025-01-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,70,41,1305.24,290.22,3.0,19.0,40.4,0.2537,0
2025-02-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,74,48,1473.97,,1.0,4.66,44.7,0.0948,0
2025-03-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,78,48,1431.37,807.68,1.0,19.87,42.8,0.1812,0
2025-04-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,82,54,1579.39,,,13.79,42.1,0.1541,0
2025-05-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,79,55,1433.23,808.25,2.0,4.96,,0.0732,0
2025-06-01,ACC_00057,NorthAmerica,Enterprise,starter,annual,87,64,1598.27,1001.46,0.0,4.57,65.7,0.0955,0
2025-01-01,ACC_00058,unknown,MidMarket,growth,annual,22,13,960.16,0.0,0.0,2.32,55.4,0.0258,0
2025-02-01,ACC_00058,EMEA,MidMarket,growth,annual,23,19,960.99,283.47,1.0,3.25,61.8,0.0474,0
2025-03-01,ACC_00058,unknown,MidMarket,growth,annual,21,16,767.45,380.22,,10.49,52.6,0.1186,0
2025-04-01,ACC_00058,EMEA,MidMarket,growth,annual,25,12,1025.39,102.41,1.0,1.67,51.1,0.0459,0
2025-05-01,ACC_00058,EMEA,MidMarket,growth,annual,21,13,929.81,195.46,0.0,16.79,15.3,0.0977,0
2025-06-01,ACC_00058,EMEA,MidMarket,growth,annual,24,21,963.6,393.55,1.0,8.27,,0.0569,0
2025-01-01,ACC_00059,EMEA,Enterprise,growth,annual,59,45,2672.57,419.8,0.0,2.58,46.2,0.0265,0
2025-02-01,ACC_00059,EMEA,Enterprise,growth,annual,63,50,2386.84,,1.0,2.01,,0.0666,0
2025-03-01,ACC_00059,EMEA,Enterprise,growth,annual,63,47,2461.34,778.54,2.0,2.28,24.9,0.077,0
2025-04-01,ACC_00059,EMEA,Enterprise,growth,annual,62,42,2463.25,1227.22,4.0,15.16,35.0,0.0336,0
2025-05-01,ACC_00059,EMEA,Enterprise,error,annual,59,47,2304.08,835.71,3.0,19.25,25.5,0.1111,0
2025-06-01,ACC_00059,EMEA,Enterprise,growth,annual,64,52,2416.27,907.68,,20.39,-1.1,0.1216,0
2025-01-01,ACC_00060,APAC,MidMarket,growth,annual,16,9,612.58,115.35,1.0,30.2,,0.0828,0
2025-02-01,ACC_00060,APAC,MidMarket,growth,annual,16,7,708.49,36.14,3.0,13.45,40.4,0.0941,0
2025-03-01,ACC_00060,APAC,MidMarket,growth,annual,19,7,760.3,117.2,0.0,47.3,55.8,0.0782,0
2025-04-01,ACC_00060,APAC,MidMarket,growth,annual,17,15,633.56,225.85,0.0,5.37,48.4,0.01,0
2025-05-01,ACC_00060,APAC,MidMarket,growth,annual,18,16,862.71,288.23,3.0,25.63,57.3,0.1284,1
2025-06-01,ACC_00060,APAC,MidMarket,growth,annual,23,18,777.36,150.12,3.0,18.81,,0.244,0
2025-01-01,ACC_00061,LATAM,SMB,pro,monthly,24,11,2349.18,157.68,2.0,6.15,,0.2949,0
2025-02-01,ACC_00061,LATAM,SMB,pro,monthly,26,12,2083.51,222.26,3.0,11.29,31.0,0.2921,0
2025-03-01,ACC_00061,LATAM,SMB,pro,monthly,22,12,1686.04,139.65,5.0,23.45,10.5,0.4021,0
2025-04-01,ACC_00061,LATAM,SMB,pro,monthly,23,14,2008.71,271.49,1.0,5.41,16.8,0.3673,0
2025-05-01,ACC_00061,LATAM,SMB,pro,monthly,23,13,1796.31,212.36,1.0,13.06,60.0,0.2763,0
2025-06-01,ACC_00061,LATAM,SMB,pro,monthly,24,17,1820.38,294.24,0.0,14.74,44.8,0.331,0
2025-01-01,ACC_00062,APAC,Enterprise,starter,monthly,73,42,1152.41,743.72,4.0,5.49,-0.7,0.4508,0
2025-02-01,ACC_00062,APAC,Enterprise,starter,monthly,81,38,1235.66,562.26,2.0,10.56,,0.4257,0
2025-03-01,ACC_00062,APAC,Enterprise,starter,monthly,81,57,1427.64,574.55,1.0,8.99,37.1,0.417,0
2025-04-01,ACC_00062,APAC,Enterprise,starter,monthly,76,57,1600.24,1194.19,5.0,22.48,,0.4852,0
2025-05-01,ACC_00062,APAC,Enterprise,starter,monthly,79,54,1508.84,630.33,2.0,5.32,14.8,0.3862,0
2025-06-01,ACC_00062,APAC,Enterprise,starter,monthly,76,48,1515.75,825.24,0.0,10.55,,0.4165,0
2025-01-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,31,18,595.3,416.0,4.0,26.19,49.6,0.2007,0
2025-02-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,32,17,626.3,191.15,0.0,1.15,56.4,0.1563,0
2025-03-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,32,12,598.74,149.97,1.0,14.41,58.1,0.1179,0
2025-04-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,33,25,584.2,402.16,2.0,24.54,29.4,0.284,0
2025-05-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,29,17,505.03,350.38,1.0,51.11,20.5,0.3532,0
2025-06-01,ACC_00063,NorthAmerica,MidMarket,starter,annual,26,17,445.04,116.67,1.0,4.11,48.1,0.1086,0
2025-01-01,ACC_00064,EMEA,MidMarket,growth,monthly,30,20,1362.03,193.06,1.0,9.28,45.2,0.2953,0
2025-02-01,ACC_00064,EMEA,MidMarket,growth,monthly,26,12,987.97,175.23,2.0,122.62,19.5,0.4879,0
2025-03-01,ACC_00064,EMEA,MidMarket,growth,monthly,28,13,1201.41,192.51,1.0,6.07,46.3,0.2544,1
2025-04-01,ACC_00064,EMEA,MidMarket,growth,monthly,29,9,1224.52,106.05,2.0,19.64,,0.286,0
2025-05-01,ACC_00064,EMEA,MidMarket,growth,monthly,30,22,1186.89,494.5,0.0,13.58,17.4,0.2705,0
2025-06-01,ACC_00064,EMEA,MidMarket,growth,monthly,28,19,1086.71,,2.0,32.97,,0.277,0
2025-01-01,ACC_00065,EMEA,SMB,growth,monthly,10,7,361.2,150.92,1.0,9.11,,0.2889,0
2025-02-01,ACC_00065,EMEA,SMB,growth,monthly,10,6,438.68,106.23,3.0,11.62,48.1,0.283,0
2025-03-01,ACC_00065,EMEA,SMB,growth,monthly,11,9,410.79,93.89,1.0,14.67,24.0,0.2618,0
2025-04-01,ACC_00065,EMEA,SMB,growth,monthly,6,4,226.42,37.95,5.0,12.44,,0.4017,0
2025-05-01,ACC_00065,EMEA,SMB,growth,monthly,13,10,581.7,181.25,0.0,11.47,,0.1509,0
2025-06-01,ACC_00065,EMEA,SMB,growth,monthly,8,6,301.88,81.82,2.0,15.99,53.5,0.2416,0
2025-01-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,32,28,1309.1,,1.0,6.45,,0.0782,0
2025-02-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,33,28,1300.3,522.14,2.0,35.32,38.2,0.1055,0
2025-03-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,34,18,1404.52,296.82,0.0,17.77,,0.0804,0
2025-04-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,31,19,1462.01,150.15,,6.43,,0.0421,0
2025-05-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,34,28,1478.72,337.27,0.0,11.86,,0.066,0
2025-06-01,ACC_00066,NorthAmerica,Enterprise,growth,annual,33,20,1444.35,389.72,0.0,18.3,30.9,0.1371,0
2025-01-01,ACC_00067,EMEA,SMB,starter,annual,4,3,71.94,50.02,5.0,19.66,55.0,0.1112,0
2025-02-01,ACC_00067,EMEA,SMB,starter,annual,5,3,89.42,26.69,0.0,2.53,57.7,0.0988,0
2025-03-01,ACC_00067,EMEA,SMB,starter,annual,2,1,39.22,33.76,2.0,22.96,,0.162,0
2025-04-01,ACC_00067,EMEA,SMB,starter,annual,3,2,44.91,15.81,,18.28,56.5,0.1051,0
2025-05-01,ACC_00067,EMEA,SMB,starter,annual,6,5,94.4,30.52,0.0,0.9,67.4,0.0631,0
2025-06-01,ACC_00067,EMEA,SMB,starter,annual,4,2,72.82,32.18,3.0,37.77,0.6,0.3268,0
2025-01-01,ACC_00068,EMEA,SMB,pro,annual,3,3,233.5,29.31,0.0,23.37,,0.01,1
2025-02-01,ACC_00068,EMEA,SMB,pro,annual,4,2,337.07,38.53,2.0,37.93,51.0,0.1127,0
2025-03-01,ACC_00068,EMEA,SMB,pro,annual,7,5,661.19,60.53,1.0,24.34,61.8,0.1045,0
2025-04-01,ACC_00068,EMEA,SMB,pro,annual,11,5,893.81,75.66,0.0,69.2,75.1,0.01,0
2025-05-01,ACC_00068,EMEA,SMB,pro,annual,4,2,319.59,45.41,0.0,32.94,,0.0186,0
2025-06-01,ACC_00068,EMEA,SMB,pro,annual,4,3,300.84,45.16,0.0,2.22,,0.01,0
2025-01-01,ACC_00069,EMEA,SMB,starter,annual,6,5,105.53,95.77,2.0,10.44,25.3,0.1781,0
2025-02-01,ACC_00069,EMEA,SMB,starter,annual,6,4,122.61,,3.0,7.81,58.9,0.2537,1
2025-03-01,ACC_00069,EMEA,SMB,starter,annual,3,3,57.26,67.56,1.0,3.19,22.0,0.135,0
2025-04-01,ACC_00069,EMEA,SMB,starter,annual,1,1,15.85,23.08,3.0,25.35,49.9,0.2142,0
2025-05-01,ACC_00069,EMEA,SMB,starter,annual,8,6,145.1,112.61,0.0,10.08,50.2,0.0685,0
2025-06-01,ACC_00069,EMEA,SMB,starter,annual,2,2,31.74,49.96,2.0,9.31,39.3,0.0875,0
2025-01-01,ACC_00070,EMEA,SMB,growth,monthly,9,6,402.57,98.66,1.0,44.09,26.8,0.3799,0
2025-02-01,ACC_00070,EMEA,SMB,growth,monthly,9,3,395.95,41.03,1.0,14.06,28.2,0.2587,0
2025-03-01,ACC_00070,EMEA,SMB,growth,monthly,8,5,349.95,86.02,3.0,17.68,19.9,0.3541,0
2025-04-01,ACC_00070,EMEA,SMB,growth,monthly,9,6,361.08,102.67,2.0,4.18,,0.286,1
2025-05-01,ACC_00070,EMEA,SMB,growth,monthly,7,3,297.32,43.17,2.0,29.71,-18.1,0.3046,1
2025-06-01,ACC_00070,EMEA,SMB,growth,monthly,10,8,362.33,175.42,0.0,0.94,,0.2929,0
2025-01-01,ACC_00071,APAC,MidMarket,growth,annual,18,8,749.23,111.2,0.0,15.68,,0.0381,0
2025-02-01,ACC_00071,APAC,MidMarket,growth,annual,20,9,800.74,133.73,1.0,52.82,41.1,0.1504,0
2025-03-01,ACC_00071,APAC,MidMarket,growth,annual,16,9,644.79,86.99,0.0,2.22,37.0,0.0344,0
2025-04-01,ACC_00071,APAC,MidMarket,growth,annual,20,16,841.05,138.97,2.0,12.28,46.2,0.0877,0
2025-05-01,ACC_00071,APAC,MidMarket,growth,annual,18,7,755.06,79.49,1.0,9.12,50.3,0.07,0
2025-06-01,ACC_00071,APAC,MidMarket,growth,annual,15,9,598.86,104.31,1.0,20.73,45.0,0.0599,0
2025-01-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,147,130,2613.4,1970.5,,7.41,45.8,0.3747,0
2025-02-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,158,113,2436.48,572.16,2.0,11.07,29.0,0.4242,0
2025-03-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,160,108,2843.9,1692.95,1.0,5.31,29.1,0.3626,0
2025-04-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,150,74,2572.34,1260.2,1.0,10.71,53.1,0.2847,0
2025-05-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,146,94,2689.19,1385.3,2.0,18.2,31.2,0.41,0
2025-06-01,ACC_00072,NorthAmerica,Enterprise,starter,monthly,142,94,2623.88,1299.85,2.0,10.08,21.4,0.348,0
2025-01-01,ACC_00073,APAC,SMB,pro,monthly,6,4,450.9,56.02,3.0,6.8,20.5,0.2838,0
2025-02-01,ACC_00073,APAC,SMB,pro,monthly,7,6,603.23,57.79,1.0,16.43,46.8,0.2994,0
2025-03-01,ACC_00073,APAC,SMB,pro,monthly,5,2,455.62,16.45,3.0,18.53,39.4,0.3544,0
2025-04-01,ACC_00073,APAC,SMB,pro,monthly,7,7,616.97,106.87,4.0,20.35,31.6,0.4304,0
2025-05-01,ACC_00073,APAC,SMB,pro,monthly,6,5,513.42,34.86,3.0,11.88,49.3,0.3087,0
2025-06-01,ACC_00073,APAC,SMB,pro,monthly,9,4,668.99,87.49,3.0,26.13,16.9,0.3603,0
2025-01-01,ACC_00074,APAC,MidMarket,pro,annual,50,22,4863.23,291.73,3.0,7.67,62.1,0.0425,0
2025-02-01,ACC_00074,APAC,MidMarket,pro,annual,57,27,4621.96,174.5,3.0,18.74,56.1,0.1214,0
2025-03-01,ACC_00074,APAC,MidMarket,pro,annual,52,35,4898.62,499.02,1.0,9.32,71.9,0.01,0
2025-04-01,ACC_00074,APAC,MidMarket,pro,annual,55,30,4685.44,374.75,1.0,30.46,52.9,0.0507,0
2025-05-01,ACC_00074,APAC,MidMarket,pro,annual,52,31,4249.02,413.5,1.0,36.53,35.3,0.0557,0
2025-06-01,ACC_00074,APAC,MidMarket,pro,annual,50,33,3823.99,149.36,0.0,18.21,54.8,0.034,0
2025-01-01,ACC_00075,NorthAmerica,MidMarket,pro,annual,28,18,2442.29,236.98,0.0,5.11,52.1,0.01,0
2025-02-01,ACC_00075,NorthAmerica,MidMarket,pro,annual,29,22,2661.2,188.04,,39.24,51.9,0.1297,0
2025-03-01,ACC_00075,NorthAmerica,MidMarket,error,annual,27,21,2166.34,208.88,1.0,15.29,,0.0883,0
2025-04-01,ACC_00075,NorthAmerica,MidMarket,pro,annual,25,21,1831.22,339.17,3.0,48.93,44.1,0.0911,0
2025-05-01,ACC_00075,NorthAmerica,MidMarket,pro,annual,27,17,2107.63,162.08,3.0,38.85,55.1,0.14,0
